,title,company,location,salary,country,currency
439,data scientist- biotech,provident research inc,"denver, co",122500.0,usa,USD
440,principal data scientist,hotel engine,"denver, co",150000.0,usa,USD
441,"principal, data scientist proserve","amazon web services, inc.","denver, co",122300.0,usa,USD
442,senior data science manager - job seeker profile,indeed,"denver, co",209000.0,usa,USD
443,senior data scientist,vf corporation,"denver, co",180000.0,usa,USD
444,staff data scientist - ai ethics,indeed,"denver, co",174000.0,usa,USD
445,machine learning engineer (nlp and speech recognition and ),"dream face technologies, llc","denver, co (university area)",87500.0,usa,USD
446,machine learning engineer (nlp and speech recognition),"dream face technologies, llc","denver, co (university area)",87500.0,usa,USD
447,data statistician,jackson lewis p.c,"denver, co 80202 (central business district area)",88500.0,usa,USD
448,senior data analyst - partner analytics,strive health,"denver, co 80202 (central business district area)",89200.0,usa,USD
449,senior data engineer,verizon,"denver, co 80202 (central business district area)",139700.0,usa,USD
450,senior data scientist,verizon,"denver, co 80202 (central business district area)",144000.0,usa,USD
451,"senior data scientist, retail",ibotta,"denver, co 80202 (central business district area)",125000.0,usa,USD
452,staff machine learning engineer,ibotta,"denver, co 80202 (central business district area)",162500.0,usa,USD
453,senior machine learning engineer,dish,"denver, co 80202 (lodo area)",137100.0,usa,USD
454,data specialist - college of health and applied sciences,metropolitan state university of denver,"denver, co 80204 (auraria area)",56150.0,usa,USD
455,data science director - provider contracting and network per...,cigna,"denver, co 80222 (southeastern denver area)",148600.0,usa,USD
456,senior clinical data analyst,innovage,"denver, co 80230 (lowry field area)",67023.5,usa,USD
457,senior data analyst clinical,innovage,"denver, co 80230 (lowry field area)",56250.0,usa,USD
458,senior clinical integrated network data analyst,hca healthcare,"denver, co 80237",94983.0,usa,USD
459,data scientist,modivcare,"denver, co 80237 (hampden south area)",100988.0,usa,USD
460,senior business analyst/data scientist,phoenix,"denver, co 80237 (hampden south area)",70000.0,usa,USD
461,fwa data scientist,modivcare,"denver, co 80237 (southeastern denver area)",103742.5,usa,USD
462,senior data analyst,dish,"foster city, ca 94404",99360.0,usa,USD
463,senior data analyst insurance,"csaa insurance group, a aaa insurer","glendale, az 85308 (deer valley area)",87875.0,usa,USD
464,data analyst senior (sql),jefferson county colorado,"golden, co",70630.0,usa,USD
465,data scientist,augustine institute,"greenwood village, co 80111",96000.0,usa,USD
466,data engineer,xecta,"houston, tx",125000.0,usa,USD
467,data scientist- biotech,provident research inc,"houston, tx",122500.0,usa,USD
468,automation engineer - ai/ml,pro it inc,"irving, tx",90000.0,usa,USD
469,machine learning engineer,iappsdata inc.,"irving, tx",109000.0,usa,USD
470,machine learning engineer (remote - home based worker),allstate,"irving, tx",81900.0,usa,USD
471,data scientist - marketing analytics,cottonwood financial,"irving, tx 75038 (cottonwood area)",75850.0,usa,USD
472,supervisory interdisciplinary biologist/ physical scientist...,us geological survey,"lakewood, co 80225",125216.5,usa,USD
473,data analyst,dish,"littleton, co 80120",60000.0,usa,USD
474,senior data science engineer,dish,"littleton, co 80120",99360.0,usa,USD
475,staff ai/ml engineer,dish,"littleton, co 80120",120000.0,usa,USD
476,lead data engineer,verizon,"lone tree, co 80124",153200.0,usa,USD
477,developer with machine learning experience,jm talent inc.,"los angeles, ca",109000.0,usa,USD
478,lead machine learning engineer,kj consulting llc,"los angeles, ca",140000.0,usa,USD
479,lisp engineer for ai startup (remote),mind ai,"los angeles, ca",100000.0,usa,USD
480,product manager - artificial intelligence / machine learning,"bigbear, inc.","los angeles, ca",175363.0,usa,USD
481,machine learning engineer,manifold valley,"los angeles, ca 90023 (boyle heights area)",110000.0,usa,USD
482,data scientist,red dot storage,"louisville, co",110000.0,usa,USD
483,data scientist ii,sierra nevada corporation,"louisville, co 80027",105093.5,usa,USD
484,senior data engineer,onpoint,"louisville, co 80027",125000.0,usa,USD
485,data scientist - nationwide opportunities,"amazon web services, inc.","new york, ny",114700.0,usa,USD
486,senior data analyst (investment data),tiaa,"new york, ny",89900.0,usa,USD
487,tss associate conversational ai engineer,general dynamics information technology,"new york, ny",85000.0,usa,USD
488,tss conversational ai engineer,general dynamics information technology,"new york, ny",90000.0,usa,USD
489,senior data engineer,onpoint,"new york, ny 10118 (chelsea area)",125000.0,usa,USD
490,data scientist - insurance modeling,allstate,"northbrook, il",113600.0,usa,USD
491,senior data scientist - customer intent analytics (remote -...,allstate,"northbrook, il",95000.0,usa,USD
492,senior data scientist - sales effectiveness (remote - home b...,allstate,"northbrook, il",95000.0,usa,USD
493,senior data scientist pricing (remote),allstate,"northbrook, il",122500.0,usa,USD
494,electricity manager - data science and analytics,rocky mountain institute,"oakland, ca",101000.0,usa,USD
495,robotic researcher/scientist - machine learning / deep learn...,dorabot inc.,"peachtree corners, ga 30071",105000.0,usa,USD
496,data scientist - nationwide opportunities,"amazon web services, inc.","phoenix, az",114700.0,usa,USD
497,encounters edi senior data analyst,cognizant technology solutions,"phoenix, az",55000.0,usa,USD
498,encounters senior data analyst,cognizant technology solutions,"phoenix, az",65000.0,usa,USD
499,reporting & analysis manager,state of arizona,"phoenix, az 85007 (central city area)",70000.0,usa,USD
500,data scientists,first soft solutions [ direct],"plano, tx",80076.0,usa,USD
501,senior data analyst,9th networks inc,"plano, tx",85622.5,usa,USD
502,senior software engineer - machine learning,liberty mutual insurance,"plano, tx 75023",119600.0,usa,USD
503,senior marketing and business data analyst,l-nutra inc,"plano, tx 75024",92500.0,usa,USD
504,data scientist - nationwide opportunities,"amazon web services, inc.","portland, or",114700.0,usa,USD
505,"city research scientist i / data analyst, bureau of hiv",dept of health/mental hygiene,"queens, ny 11101",67347.0,usa,USD
506,"city research scientist i / data and technology analyst, bur...",dept of health/mental hygiene,"queens, ny 11101",67347.0,usa,USD
507,senior data scientist,jgb biopharma consulting inc,"san carlos, ca 94070",157011.0,usa,USD
508,data scientist - nationwide opportunities,"amazon web services, inc.","san francisco, ca",114700.0,usa,USD
509,data scientist- biotech,provident research inc,"san francisco, ca",122500.0,usa,USD
510,head of engineering and data science,change research,"san francisco, ca",165000.0,usa,USD
511,lisp engineer for ai startup (remote),mind ai,"san francisco, ca",100000.0,usa,USD
512,senior survey data analyst,change research,"san francisco, ca",102500.0,usa,USD
513,"statistician pd 20r100 - office of planning, analysis and ev...",us health resources and services administration,"san francisco, ca",91388.5,usa,USD
514,senior data scientist,"vizio, inc.","san francisco, ca 94108 (financial district area)",115151.0,usa,USD
515,senior data scientist - nationwide opportunities,"amazon web services, inc.","santa monica, ca",116200.0,usa,USD
516,data scientist - nationwide opportunities,"amazon web services, inc.","seattle, wa",114700.0,usa,USD
517,data scientist,omnivis,"south san francisco, ca 94080",70000.0,usa,USD
518,senior data scientist | fte,martian wall pvt ltd,"tempe, az",120000.0,usa,USD
519,senior data scientist,global nephrology solutions,"tempe, az 85284",130000.0,usa,USD
520,data scientist,innovar group,"westminster, co",120000.0,usa,USD
521,engineer senior - machine learning/ deep learning optical,ball aerospace,"westminster, co 80021",143000.0,usa,USD
522,Data Scientist,Experis Singapore,Singapore,90000.0,singapore,SGD
523,Data Scientist for an AI Fintech Company,Finest People,Singapore,96000.0,singapore,SGD
524,Data Scientist,Top20Talent,Singapore,90150.0,singapore,SGD
525,Software Engineering Senior Manager - Application Quality,Indeed,Singapore,202000.0,singapore,SGD
526,Senior Software Engineer (International Business Unit & Jobs...,Indeed,Singapore,128500.0,singapore,SGD
527,"Amazon Web Services, Inc.",Data Scientist - Nationwide Opportunities,"Portland, OR",114700.0,usa,USD
